pano,pmes,conglome,vivienda,hogar,codperso,dominio,estrato,p101p,p103,p104,p105,p106,p107,p108,p110,p200n,p200i,p200a,p200b,p200c,p200d,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p205,p206,p207a,p207b,p208a,p208b1,p208b2,p208b3,p209,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209h,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p221a,p221b1,p221b2,p221b3,p222,ocu200,i211a,i212a,d211b,factor,toting,p200bb,p200dd,ingprinc,lintot01,linsub01,ingtrab,subemp01
2002,2,98,107,11,4,8,1,51103,3,1,2, ,2,27,4,4,4,20,1,26,1,4,8,1974,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,0,3,1,2002,5,4, , , ,610.893231129048, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,107,11,5,8,1,51104,3,1,2, ,2,21,5,5,6,20,1,26,1,12,3,1980,1, , , , , , , , , , , , , ,2,4,1,3,1, , , ,0,0,11,11,11,11,11,11,66,2,2,90,24, , ,0,0,1, , , , , , , , , , , , ,5,1,390, ,104,607.668332502642,494, , ,494,261.4118611,587.210880106404,494,2
2002,2,98,107,11,6,8,1,51105,3,1,2, ,2,20,6,6,6,20,1,26,1,29,10,1981,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,9, , ,1,0,4,11,2001,5,4, , , ,607.668332502642, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,107,11,7,8,1,51106,3,1,2, ,1,18,7,7,7,20,1,26,1,12,5,1983,1, , , , , , , , , , , , , ,5,3,1,6,0,14,1,2002,0,0,3,3,3,3,3,0,15,1,2,35,18, , ,0,0,1, , , , , , , , , , , , ,5,1,152, ,78,591.123819047133,230, , ,230,261.4118611,587.210880106404,230,1
2002,2,98,107,11,8,8,1,51107,6,1,2, ,1,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,108,11,1,8,1,51101,1,1,2, ,1,42,1,1,1,20,1,26,1,28,1,1960,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,0,0,0,0,0,0,0,1,4,1000,0, , ,0,0,1, , , , , , , , , , , , ,4,1,1000, ,0,644.939191346413,1000, , ,1000,261.4118611,587.210880106404,1000,1
2002,2,98,108,11,2,8,1,51102,2,1,2, ,2,41,2,2,2,20,1,26,1,29,10,1960,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1, , , ,4,4, , , ,610.893231129048, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,108,11,3,8,1,51103,3,1,2, ,1,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,108,11,4,8,1,51104,3,1,2, ,1,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,109,11,1,8,1,51101,1,1,2, ,1,43,1,1,1,20,1,26,1,30,6,1958,1, , , , , , , , , , , , , ,7,3,2, ,1, , , ,0,12,12,12,12,12,12,12,84,1,3,500,0, , ,0,0,1, , , , , , , , , , , , ,4,1,1000, ,0,644.939191346413,1000, , ,1000,261.4118611,587.210880106404,1000,3
2002,2,98,109,11,2,8,1,51102,2,1,2, ,2,43,2,2,2,20,1,26,1,13,7,1958,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,1, , , ,4,3, , , ,610.893231129048, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,109,11,3,8,1,51103,3,1,2, ,1,17,3,3,3,20,1,26,1,15,5,1984,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,0,15,1,2002,4,4, , , ,591.123819047133, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,109,11,4,8,1,51104,3,1,2, ,1,15,4,4,4,20,1,26,1,1,9,1986,1, , , , , , , , , , , , , ,7,3,1,17,1, , , ,0,4,0,0,0,0,0,0,4,1,2,20,0, , ,0,0,1, , , , , , , , , , , , ,4,1,87, ,0,591.123819047133,87, , ,87,261.4118611,587.210880106404,87,1
2002,2,98,109,11,5,8,1,51105,3,1,2, ,1,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,109,11,6,8,1,51106,3,1,2, ,1,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,110,11,1,8,1,51101,1,1,2, ,1,47,1,1,1,20,1,26,1,16,2,1954,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,0,0,0,0,0,0,0,2,4,1050,0, , ,0,0,1, , , , , , , , , , , , ,4,1,1050, ,0,494.305579873619,1050, , ,1050,261.4118611,587.210880106404,1050,3
2002,2,98,110,11,2,8,1,51102,2,1,2, ,2,41,2,2,2,20,1,26,1,1,5,1960,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , , , ,1,0,22,12,2001,5,4, , , ,610.893231129048, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,110,11,3,8,1,51103,3,1,2, ,1,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,561.121179659837, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,111,11,1,8,1,51101,1,1,2, ,1,52,1,1,1,20,1,26,1,29,10,1949,1, , , , , , , , , , , , , ,3,4,1,9,0,3,11,2001,0,0,0,0,0,0,0,3,3,1,4,300,0, , ,0,0,1, , , , , , , , , , , , ,4,1,300, ,0,494.305579873619,300, , ,300,261.4118611,587.210880106404,300,1
2002,2,98,111,11,2,8,1,51102,2,1,2, ,2,55,2,2,2,20,1,26,1,5,3,1946,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,1, , , ,4,4, , , ,499.076854317311, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,111,11,3,8,1,51103,3,1,2, ,2,28,3,3,3,20,1,26,1,21,11,1973,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,0,0,0,0,0,0,0,1,4,788,0, , ,0,0,1, , , , , , , , , , , , ,1,1,788, ,0,610.893231129048,788, , ,788,261.4118611,587.210880106404,788,1
2002,2,98,111,11,4,8,1,51104,3,1,2, ,2,27,4,4,4,20,1,26,1,1,12,1974,1, , , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,8,8,8,8,8,0,40,1,4,2000,0, , ,0,0,1, , , , , , , , , , , , ,1,1,2000, ,0,610.893231129048,2000, , ,2000,261.4118611,587.210880106404,2000,3
2002,2,98,111,11,5,8,1,51105,3,1,2, ,2,25,5,5,5,20,1,26,1,1,9,1976,1, , , , , , , , , , , , , ,7,2,1,1,1, , , ,0,0,10,4,10,4,10,0,38,1, , , ,700,0,0,0,1, , , , , , , , , , , , ,5,1, ,700, ,610.893231129048,700, , ,700,261.4118611,587.210880106404,700,3
2002,2,98,112,11,1,8,1,81101,1,1,2, ,1,59,1,1,1,20,1,26,1,19,1,1943,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1, , , ,4,4, , , ,494.305579873619, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,112,11,2,8,1,81102,5,1,2, ,2,73,2,2,1,20,1,26,1,29,3,1928,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2, , , , ,4,4, , , ,499.076854317311, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,113,11,1,8,1,51101,1,1,2, ,1,53,1,1,1,20,1,26,1,20,9,1948,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,1, , ,1,1, , , ,4,3, , , ,494.305579873619, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,113,11,2,8,1,51102,2,1,2, ,2,51,2,2,2,20,1,26,1,16,11,1950,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1, , , ,4,4, , , ,499.076854317311, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,113,11,3,8,1,51103,3,1,2, ,1,27,3,3,3,20,1,26,1,16,8,1974,1, , , , , , , , , , , , , ,4,3,2, ,1, , , ,0,0,8,8,8,8,8,8,48,1,3,280,0, , ,0,0,1, , , , , , , , , , , , ,1,1,560, ,0,644.939191346413,560, , ,560,261.4118611,587.210880106404,560,2
2002,2,98,113,11,4,8,1,51105,3,1,2, ,2,21,4,4,4,20,1,26,1,8,1,1981,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,1, , , ,4,4, , , ,607.668332502642, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,98,113,11,5,8,1,51106,3,1,2, ,1,16,5,5,5,20,1,26,1,14,2,1985,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,1, , , ,4,4, , , ,591.123819047133, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,4,11,1,8,1,51101,1,1,2, ,2,54,1,1,1,27,1,2,2,29,9,1947,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,22,12,2001,0,6,6,6,6,6,7,6,43,2, , , ,120,8,0,80,0, , , , , , , , , , , , ,1,1, ,120, ,312.8049218503,208, , ,128,261.4118611,587.210880106404,208,2
2002,2,250,4,11,2,8,1,51102,3,1,2, ,2,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,5,11,1,8,1,51101,1,1,2, ,1,34,1,1,1,27,1,2,2,25,4,1967,1, , , , , , , , , , , , , ,2,4,1,8,0,28,1,2002,0,5,8,8,8,8,8,8,53,1,2,122,0, , ,0,0,1, , , , , , , , , , , , ,5,1,528, ,0,404.226626825384,528, , ,528,261.4118611,587.210880106404,528,2
2002,2,250,5,11,2,8,1,51102,2,1,2, ,2,31,2,2,2,27,1,2,2,24,12,1970,1, , , , , , , , , , , , , ,4,2,1,2,1, , , ,0,12,12,12,12,12,12,12,84,1, , , ,0,240,0,0,1, , , , , , , , , , , , ,5,1, ,0, ,382.887741174838,240, , ,240,261.4118611,587.210880106404,240,2
2002,2,250,5,11,3,8,1,51103,3,1,2, ,2,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,6,11,1,8,1,51101,1,1,2, ,2,52,1,1,1,27,1,2,2,19,7,1949,1, , , , , , , , , , , , , ,4,2,1,1,1, , , ,0,0,0,4,0,0,4,0,8,1, , , ,32,8,0,0,1, , , , , , , , , , , , ,5,1, ,32, ,312.8049218503,40, , ,40,261.4118611,587.210880106404,40,1
2002,2,250,6,11,2,8,1,51102,3,1,2, ,2,26,2,2,2,27,1,2,2,19,11,1975,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1, , , ,5,4, , , ,382.887741174838, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,6,11,3,8,1,51103,6,1,2, ,1,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,6,11,4,8,1,51104,6,1,2, ,2,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,6,11,5,8,1,51105,6,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,13,1,8,1,51101,1,1,2, ,2,36,1,1,1,27,1,2,2,10,2,1965,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,1, , , ,1,4, , , ,382.887741174838, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,13,2,8,1,51102,2,1,2, ,1,45,2,2,1,27,1,2,2,2,10,1956,1, , , , , , , , , , , , , ,6,4,1,20,1, , , ,0,0,10,10,10,10,10,10,60,2,2,200,0, , ,0,0,1, , , , , , , , , , , , ,1,1,866, ,0,309.814444298446,866, , ,866,261.4118611,587.210880106404,866,3
2002,2,250,7,13,3,8,1,111303,3,1,2, ,1,23,3,3,3,27,1,2,2,11,12,1978,1, , , , , , , , , , , , , ,4,4,2, ,0,3,1,2002,0,0,13,13,13,13,13,13,78,1,3,205,0, , ,0,0,1, , , , , , , , , , , , ,5,1,410, ,0,370.496925315887,410, , ,410,261.4118611,587.210880106404,410,2
2002,2,250,7,13,4,8,1,111304,3,1,2, ,1,22,4,4,2,27,1,2,2,20,1,1980,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,1, , , ,5,4, , , ,370.496925315887, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,13,5,8,1,51103,3,1,2, ,2,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,13,6,8,1,51104,3,1,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,23,1,8,1,51106,1,1,1, ,1,19,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,370.496925315887, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,7,23,2,8,1,51105,2,1,2, ,2,19,2,2,2,27,1,2,2,9,6,1982,1, , , , , , , , , , , , , ,4,3,1,2,1, , , ,0,12,12,12,12,12,12,12,84,2,2,84,35, , ,0,0,1, , , , , , , , , , , , ,5,1,364, ,152,380.86648101404,516, , ,516,261.4118611,587.210880106404,516,2
2002,2,250,7,33,1,8,1,83401,1,1,2, ,1,28,1,1,1,27,1,2,2,13,2,1973,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,2,1,0,26,1,2002,5,2, , , ,404.226626825384, , , ,999999,261.4118611,587.210880106404,0,4
2002,2,250,7,33,2,8,1,83402,2,1,2, ,2,25,2,2,2,27,1,2,2,4,2,1977,1, , , , , , , , , , , , , ,5,3,1,4,1, , , ,0,11,11,11,0,11,11,11,66,2,4,200,144, , ,0,0,1, , , , , , , , , , , , ,5,1,200, ,144,382.887741174838,344, , ,344,261.4118611,587.210880106404,344,2
2002,2,250,7,33,3,8,1,83403,3,1,2, ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,8,11,1,8,1,51101,1,1,2, ,1,34,1,1,1,27,1,2,2,8,1,1968,1, , , , , , , , , , , , , ,6,4,1,4,1, , , ,0,16,16,16,0,0,16,16,80,2,1,20,7, , ,0,0,1, , , , , , , , , , , , ,5,1,500, ,175,404.226626825384,675, , ,675,261.4118611,587.210880106404,675,3
2002,2,250,8,11,2,8,1,51102,2,1,2, ,2,43,2,2,1,27,1,2,2,4,11,1958,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1, , , ,5,4, , , ,382.887741174838, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,8,11,3,8,1,51103,3,1,2, ,1,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,8,11,4,8,1,51104,3,1,2, ,1,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,8,11,5,8,1,51105,3,1,2, ,2,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,9,11,1,8,1,51101,1,1,2, ,2,59,1,1,1,27,1,2,2,24,12,1942,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,1,1, , ,1,1, , , ,5,3, , , ,312.8049218503, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,9,11,2,8,1,51102,3,1,2, ,1,20,2,2,2,27,1,2,2,17,7,1981,1, , , , , , , , , , , , , ,4,3,1,2,1, , , ,0,9,11,2,0,9,11,11,53,2,2,190,20, , ,0,0,1, , , , , , , , , , , , ,5,1,823, ,87,370.496925315887,910, , ,910,261.4118611,587.210880106404,910,3
2002,2,250,9,11,3,8,1,51103,3,1,2, ,1,18,3,3,3,27,1,2,2,2,11,1983,1, , , , , , , , , , , , , ,2,4,1,3,0,21,1,2002,0,0,9,9,9,9,9,9,54,1,2,130,30, , ,0,0,1, , , , , , , , , , , , ,5,1,563, ,130,370.496925315887,693, , ,693,261.4118611,587.210880106404,693,3
2002,2,250,9,11,4,8,1,51104,6,1,2, ,2,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,10,11,1,8,1,51101,1,1,2, ,1,35,1,1,1,27,1,2,2,6,7,1966,1, , , , , , , , , , , , , ,4,2,1,2,1, , , ,0,16,16,16,16,16,16,16,112,2, , , ,500,600,0,0,1, , , , , , , , , , , , ,1,1, ,500, ,404.226626825384,1100, , ,1100,261.4118611,587.210880106404,1100,3
2002,2,250,10,11,2,8,1,51102,2,1,2, ,2,36,2,2,2,27,1,2,2,9,8,1965,1, , , , , , , , , , , , , ,4,5,1,2,1, , , ,0,12,12,12,12,12,12,12,84,1, , , , , , , , , , , , , , , , , , , , ,5,1, , , ,382.887741174838, , , ,999999,261.4118611,587.210880106404,0,2
2002,2,250,10,11,3,8,1,51103,3,1,2, ,1,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,10,11,4,8,1,51104,3,1,2, ,1,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,10,11,5,8,1,51105,3,1,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,11,11,1,8,1,51101,1,1,2, ,1,37,1,1,1,27,1,2,2,19,1,1965,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,1,9, , ,1,0,7,1,2002,5,4, , , ,404.226626825384, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,11,11,2,8,1,51102,2,1,2, ,2,31,2,2,2,27,1,2,2,21,8,1970,1, , , , , , , , , , , , , ,4,2,1,2,1, , , ,0,12,12,12,12,12,12,12,84,1, , , ,450,480,0,0,1, , , , , , , , , , , , ,5,1, ,450, ,382.887741174838,930, , ,930,261.4118611,587.210880106404,930,3
2002,2,250,11,11,3,8,1,51103,3,1,2, ,2,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,11,11,4,8,1,51104,3,1,2, ,1,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,11,11,5,8,1,21105,6,2, ,2,2,15,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,380.86648101404, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,12,11,1,8,1,51102,1,1,2, ,1,52,1,1,1,27,1,2,2,16,12,1949,1, , , , , , , , , , , , , ,7,1,1,2,1, , , ,0,8,11,11,11,11,11,11,74,1, , , ,600,0,0,0,1, , , , , , , , , , , , ,5,1, ,600, ,309.814444298446,600, , ,600,261.4118611,587.210880106404,600,3
2002,2,250,12,11,2,8,1,51101,2,1,2, ,2,45,2,2,2,27,1,2,2,3,11,1956,1, , , , , , , , , , , , , ,7,6,1,1,1, , , ,0,0,9,9,9,9,9,9,54,1,4,300,150, , ,0,0,1, , , , , , , , , , , , ,1,1,300, ,150,312.8049218503,450, , ,450,261.4118611,587.210880106404,450,2
2002,2,250,12,11,3,8,1,51103,3,1,2, ,1,11,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,12,11,4,8,1,81104,5,1,2, ,2,80,4,4,4,27,1,2,2,99,99,9999,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , , , ,1,1, , , ,5,4, , , ,312.8049218503, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,13,11,1,8,1,51101,1,1,2, ,1,36,1,1,1,27,1,2,2,29,7,1965,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,4,1,4,0,25,1,2002,0,14,0,0,0,0,0,14,28,2,2,150,15, , ,0,0,1, , , , , , , , , , , , ,5,1,650, ,65,404.226626825384,715, , ,715,261.4118611,587.210880106404,715,3
2002,2,250,13,11,2,8,1,51102,2,1,2, ,2,42,2,2,2,27,1,2,2,27,10,1959,1, , , , , , , , , , , , , ,7,2,1,1,1, , , ,0,0,0,8,0,0,0,0,8,1, , , ,100,60,0,0,1, , , , , , , , , , , , ,5,1, ,100, ,382.887741174838,160, , ,160,261.4118611,587.210880106404,160,1
2002,2,250,13,11,3,8,1,51103,3,1,2, ,2,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383.214987478328, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,250,13,11,4,8,1,51104,3,1,2, ,1,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351.692259886786, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,39,11,1,8,1,111101,1,1,2, ,2,31,1,1,1,3,2,9,2,11,4,1970,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,0,0,5,5,5,0,15,1,4,720,0, , ,500,0,0, , , , , , , , , , , , ,1,1,720, ,0,520.779283059386,1220, , ,720,261.4118611,587.210880106404,1220,1
2002,2,398,39,11,2,8,1,111102,3,1,2, ,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,478.349195509348, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,40,11,1,8,1,51101,1,1,2, ,2,29,1,1,1,3,2,9,2,14,2,1972,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,2,0,2,2,0,0,6,1,4,700,0, , ,150,0,0, , , , , , , , , , , , ,1,1,700, ,0,520.779283059386,850, , ,700,261.4118611,587.210880106404,850,1
2002,2,398,40,11,2,8,1,51102,3,1,2, ,2,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,521.224382437058, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,41,11,1,8,1,111101,1,1,2, ,1,26,1,1,1,10,2,16,2,4,1,1976,2,1, , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,0,10,10,10,0,0,30,1,4,600,0, , ,225,0,0, , , , , , , , , , , , ,1,1,600, ,0,549.803063074591,825, , ,600,261.4118611,587.210880106404,825,1
2002,2,398,42,11,1,8,1,51101,1,1,2, ,2,56,1,1,1,3,2,9,2,22,1,1946,2,2,2,0,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1, , , ,1,4, , , ,425.457139052828, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,42,11,2,8,1,21102,9,2, ,2,2,21,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,518.030094970503, , , ,999999,261.4118611,587.210880106404,0, 
2002,2,398,44,11,1,8,1,51201,1,1,2, ,1,38,1,1,1,3,2,9,2,3,2,1964,1, , , , , , , , , , , , , ,7,3,2, ,1, , , ,0,0,7,11,7,11,7,0,43,1,4,800,80, , ,200,0,0, , , , , , , , , , , , ,4,1,800, ,80,549.803063074591,1080, , ,880,261.4118611,587.210880106404,1080,3
